brand,model,model_year,mileage,fuel_type,transmission,exterior_color,interior_col,accident,clean_title,price,engine_size_L,car_age,miles_per_year
Porsche,911 Carrera C2S,2005,28500,Gasoline,Manual,Silver,Black,None reported,Yes,63500,3.8,20,1425.0
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,51700,Gasoline,Unknown,White,Black,None reported,Yes,32000,2.0,7,7385.714285714285
Ford,Taurus X Limited,2008,148949,Gasoline,Automatic,Blue,Beige,None reported,Yes,3900,3.5,17,8761.70588235294
BMW,440 Gran Coupe i,2018,39300,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,31750,3.0,7,5614.285714285715
Honda,S2000 CR,2008,82323,Gasoline,Manual,Black,Black,None reported,Yes,28500,2.2,17,4842.529411764706
Acura,Integra w/A-Spec Tech Package,2023,3574,Gasoline,Unknown,Apex Blue,Orchid,None reported,No,34998,1.5,2,1787.0
Ford,Excursion Limited,2001,109357,Gasoline,Automatic,Green,Beige,None reported,Yes,12749,6.8,24,4556.541666666667
Mercedes-Benz,SL-Class SL500 Roadster,2004,46000,Gasoline,Automatic,White,Gray,None reported,Yes,18853,5.0,21,2190.4761904761904
Mercedes-Benz,CLS-Class CLS 550,2007,123112,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,104999,5.5,18,6839.555555555556
INFINITI,G35 Sport,2007,37100,Gasoline,Manual,Gray,Black,None reported,Yes,16900,3.5,18,2061.1111111111113
Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000,Gasoline,Manual,Silver,Black,None reported,Yes,14500,2.0,9,9888.888888888889
Dodge,Challenger R/T Scat Pack,2022,1240,Gasoline,Automatic,Go Mango!,Black,None reported,No,53900,6.4,3,413.3333333333333
Lincoln,Navigator L Reserve,2019,67073,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,47999,3.5,6,11178.833333333334
Maserati,Ghibli S Q4,2015,28700,Gasoline,Automatic,White,Red,Unknown,No,24900,3.0,10,2870.0
Tesla,Model X Base,2023,8200,Gasoline,Automatic,Black,Black,None reported,Yes,93999,Unknown,2,4100.0
Mercedes-Benz,AMG G 63 Base,2018,41000,Gasoline,Unknown,Gray,Black,None reported,Yes,108900,5.5,7,5857.142857142857
Ford,Expedition Limited,2018,98995,Gasoline,Automatic,Ingot Silver Metallic,Ebony,None reported,No,34998,3.5,7,14142.142857142857
Volkswagen,Routan SE,2012,123815,Gasoline,Automatic,Black,Gray,None reported,Yes,5000,3.6,13,9524.23076923077
Bugatti,Veyron 16.4 Grand Sport,2011,6330,Gasoline,Automatic,White,White,None reported,Yes,1950995,8.0,14,452.14285714285717
Toyota,Highlander XLE,2020,61341,Gasoline,Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,No,34084,3.5,5,12268.2
Honda,Civic LX,2016,96473,Gasoline,Automatic,Black,Black,None reported,No,15599,2.0,9,10719.222222222223
Jeep,Wrangler Unlimited Sahara,2017,66107,Gasoline,Automatic,Black Clearcoat,Black,None reported,No,31331,3.6,8,8263.375
Land,Rover Range Rover Supercharged,2008,114287,Gasoline,Automatic,Black,Black,None reported,Yes,9900,4.2,17,6722.764705882353
Acura,ILX 2.0L w/Premium Package,2015,75000,Gasoline,Automatic,Gold,Beige,None reported,Yes,14500,2.0,10,7500.0
BMW,M6 Base,2016,45800,Gasoline,Automatic,Gold,Black,Unknown,No,36800,4.4,9,5088.888888888889
Polestar,2 Launch Edition,2021,12172,Gasoline,Automatic,Thunder Gray,Charcoal,None reported,No,35999,Unknown,4,3043.0
BMW,X6 sDrive35i,2016,70582,Gasoline,Automatic,Black,White,At least 1 accident or damage reported,Yes,35000,3.0,9,7842.444444444444
Porsche,Cayman S,2014,33088,Gasoline,Automatic,Black,Black,None reported,Yes,49750,3.4,11,3008.0
Lincoln,Corsair Grand Touring,2021,1850,Plug-In Hybrid,CVT,Silver,Beige,None reported,Yes,49000,2.5,4,462.5
Cadillac,DTS Luxury II,2008,94155,Gasoline,Automatic,White,Beige,None reported,Yes,10500,4.6,17,5538.529411764706
Cadillac,ATS 3.6L Luxury,2016,25000,Gasoline,Automatic,Red,Beige,None reported,Yes,17999,3.6,9,2777.777777777778
GMC,Sierra 1500 SLT,2016,99500,Gasoline,Automatic,Gray,Black,None reported,Yes,27995,5.3,9,11055.555555555555
INFINITI,G37 x,2009,158564,Gasoline,Automatic,Blue,Beige,None reported,Yes,8750,3.7,16,9910.25
Ford,Transit-350 XLT,2023,20000,Gasoline,Automatic,Black,Black,None reported,Yes,78499,3.5,2,10000.0
Cadillac,XTS Luxury,2018,46711,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,20850,3.6,7,6673.0
Nissan,NV Passenger NV3500 HD SL V8,2017,46496,Gasoline,Automatic,Black,Gray,None reported,Yes,41000,5.6,8,5812.0
Mercedes-Benz,GLS 450 Base 4MATIC,2019,19800,Gasoline,Automatic,Silver,Black,None reported,Yes,53800,3.0,6,3300.0
Toyota,Land Cruiser Base,2008,175000,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,37900,5.7,17,10294.117647058823
Toyota,Land Cruiser Base,2016,61500,Gasoline,Automatic,White,Black,None reported,Yes,63500,5.7,9,6833.333333333333
RAM,ProMaster 2500 Window Van High Roof,2016,49750,Gasoline,Automatic,Black,Gray,None reported,Yes,65000,3.6,9,5527.777777777777
Lamborghini,Gallardo Base,2007,38800,Gasoline,Unknown,Orange,Orange,None reported,Yes,100000,5.0,18,2155.5555555555557
Lincoln,MKZ Base,2011,83765,Gasoline,Automatic,Black,Black,None reported,Yes,8995,3.5,14,5983.214285714285
Mercedes-Benz,EQS 450 4MATIC,2023,7388,Gasoline,Automatic,Gray,Beige,None reported,Yes,105500,Unknown,2,3694.0
Lamborghini,Huracan Tecnica Coupe,2023,278,Gasoline,Automatic,Bianco Monocerus,Nero Ade,None reported,No,359991,5.2,2,139.0
Alfa,Romeo Giulia Quadrifoglio,2022,1966,Gasoline,Automatic,Verde,Black,None reported,No,75900,2.9,3,655.3333333333334
Chevrolet,Trailblazer LT,2021,50648,Gasoline,Automatic,Pacific Blue Metallic,Jet Black,None reported,No,23995,1.2,4,12662.0
Toyota,Land Cruiser Base,1993,231500,Gasoline,Automatic,White,Gray,None reported,Yes,29500,Unknown,32,7234.375
Lamborghini,Urus Base,2021,13692,Gasoline,Automatic,Black,Red,None reported,Yes,257000,4.0,4,3423.0
INFINITI,G37 x,2013,60058,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,15000,3.7,12,5004.833333333333
Maserati,Levante S,2017,54423,Gasoline,Automatic,Black,Black,None reported,Yes,33950,3.0,8,6802.875
Toyota,Highlander Limited,2022,24001,Gasoline,Automatic,Wind Chill Pearl,Graphite,None reported,No,47498,3.5,3,8000.333333333333
Nissan,Armada SL,2022,14735,Gasoline,Automatic,White,Black,None reported,No,50998,5.6,3,4911.666666666667
Audi,Q5 Premium,2023,2425,Hybrid,Automatic,Mythos Black,Unknown,None reported,No,42998,2.0,2,1212.5
Ford,Shelby GT500 Base,2022,2050,Gasoline,Unknown,Gray,Black,None reported,Yes,94999,5.2,3,683.3333333333334
Lincoln,Navigator L Reserve,2019,64855,Gasoline,Automatic,Silver,Beige,None reported,Yes,46995,3.5,6,10809.166666666666
Mercedes-Benz,EQS 450+ Base,2022,16238,Gasoline,Automatic,White,Beige,None reported,Yes,62479,Unknown,3,5412.666666666667
RAM,1500 Laramie,2022,18051,Gasoline,Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,47995,5.7,3,6017.0
Lincoln,Town Car Base,2004,36524,Gasoline,Automatic,Black,Black,None reported,Yes,14900,4.6,21,1739.2380952380952
Acura,TLX w/A-Spec Package,2022,14896,Gasoline,Unknown,Lunar Silver Metallic,Ebony,None reported,No,39998,2.0,3,4965.333333333333
Toyota,Camry Hybrid LE,2022,14048,Hybrid,Automatic,Black,Black,None reported,No,29999,2.5,3,4682.666666666667
Honda,CR-V EX,2003,224000,Gasoline,Manual,Black,Gray,None reported,Yes,3900,2.4,22,10181.818181818182
Mercedes-Benz,E-Class E 550,2014,80581,Gasoline,Unknown,Gray,Beige,None reported,Yes,26000,4.7,11,7325.545454545455
Mazda,MX-5 Miata Grand Touring,2007,81400,Gasoline,Manual,Red,Unknown,At least 1 accident or damage reported,Yes,11000,2.0,18,4522.222222222223
Porsche,718 Boxster Base,2019,6700,Gasoline,Automatic,Gray,Black,None reported,Yes,63000,2.0,6,1116.6666666666667
Ford,Transit-350 XLT,2015,143000,Gasoline,Automatic,Silver,Gray,None reported,Yes,22500,3.7,10,14300.0
Kia,Sportage SX Turbo,2017,87842,Gasoline,Automatic,Black Cherry,Black,None reported,Yes,18688,2.0,8,10980.25
INFINITI,G37 S Sport,2010,116451,Gasoline,Manual,White,Gray,None reported,Yes,16500,3.7,15,7763.4
Nissan,Titan XD S,2019,53677,Gasoline,Automatic,Red,Gray,None reported,Yes,27900,5.6,6,8946.166666666666
Audi,S7 2.9T Prestige,2021,12000,Hybrid,Automatic,Gray,Black,None reported,Yes,77500,2.9,4,3000.0
Land,Rover Discovery HSE,2019,20034,Gasoline,Automatic,Yulong White,Tan/Ebony,None reported,No,43998,3.0,6,3339.0
Ford,Transit-350 XLT,2020,32000,Diesel,Automatic,Black,Black,None reported,Yes,68000,2.0,5,6400.0
INFINITI,Q70 3.7,2014,70312,Gasoline,Automatic,Black,Black,None reported,Yes,19995,3.7,11,6392.0
Jeep,Gladiator Rubicon,2022,8794,Gasoline,Automatic,White,Black,None reported,Yes,54000,3.6,3,2931.3333333333335
Lincoln,MKX Base,2010,156000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,5900,3.5,15,10400.0
Porsche,911 Carrera 4S,2020,25568,Gasoline,Manual,Red,Black,None reported,Yes,134999,3.0,5,5113.6
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67100,Gasoline,Unknown,Gray,Black,At least 1 accident or damage reported,Yes,34250,3.0,7,9585.714285714286
Porsche,Cayman Base,2014,52000,Gasoline,Unknown,Blue,Beige,At least 1 accident or damage reported,Yes,37000,2.7,11,4727.272727272727
Acura,MDX 3.7L Advance,2011,137200,Gasoline,Unknown,White,Gray,None reported,Yes,12000,3.7,14,9800.0
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,36000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,32000,2.0,7,5142.857142857143
Kia,Forte GT-Line,2023,15500,Gasoline,CVT,White,Black,At least 1 accident or damage reported,Yes,24500,2.0,2,7750.0
BMW,M8 Competition,2020,10906,Gasoline,Automatic,Donington Grey Metallic,Black,None reported,No,96998,4.4,5,2181.2
Lincoln,MKC Select,2019,49814,Gasoline,Automatic,Ruby Red Metallic Tinted Clearcoat,Cappuccino,None reported,No,26545,2.0,6,8302.333333333334
BMW,i8 Base,2015,846,Plug-In Hybrid,Automatic,White,White,None reported,Yes,86999,1.5,10,84.6
Toyota,Highlander XLE,2021,67039,Gasoline,Automatic,Blue,Black,None reported,No,34645,3.5,4,16759.75
Mazda,CX-30 Premium Package,2023,2636,Gasoline,Automatic,Platinum Quartz Metallic,Black,None reported,No,28535,2.5,2,1318.0
Porsche,Cayenne Platinum Edition,2018,50166,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,43550,3.6,7,7166.571428571428
Lincoln,MKZ Reserve,2017,37375,Gasoline,Automatic,Blue,Brown,None reported,Yes,27500,3.0,8,4671.875
Tesla,Model 3 Standard Range Plus,2021,21600,Gasoline,Automatic,White,Black,None reported,Yes,31000,Unknown,4,5400.0
Porsche,718 Cayman S,2019,9500,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,69000,2.5,6,1583.3333333333333
Chevrolet,Corvette Base,2005,143095,Gasoline,Automatic,Red,Black,None reported,Yes,16000,6.0,20,7154.75
Acura,RSX Type S,2002,80000,Gasoline,Manual,Beige,Beige,At least 1 accident or damage reported,Yes,8500,2.0,23,3478.2608695652175
Ferrari,Roma Base,2021,3000,Gasoline,Automatic,Blue,Brown,None reported,Yes,275000,3.9,4,750.0
Porsche,Cayman S,2007,5856,Gasoline,Manual,Black,Black,None reported,Yes,45000,3.4,18,325.3333333333333
Rolls-Royce,Phantom Drophead Coupe Drophead,2013,2958,Gasoline,Automatic,Yellow,Unknown,None reported,Yes,488880,6.8,12,246.5
Audi,SQ7 4.0T,2022,28927,Gasoline,Automatic,Matador Red Metallic,Black,None reported,No,74900,4.0,3,9642.333333333334
Mercedes-Benz,AMG GLS 63 4MATIC,2022,4102,Hybrid,Automatic,Black,Black,None reported,Yes,144664,4.0,3,1367.3333333333333
Honda,Ridgeline RTL-E,2021,14442,Gasoline,Automatic,White,Beige,None reported,Yes,38500,3.5,4,3610.5
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,64000,Gasoline,Automatic,Silver,Black,None reported,Yes,12995,5.0,20,3200.0
Lexus,GX 470 Base,2004,154000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,10000,4.7,21,7333.333333333333
Lexus,NX 200t Base,2015,54000,Gasoline,Automatic,White,Black,None reported,Yes,27000,2.0,10,5400.0
Dodge,Dakota SLT Quad Cab,2007,232492,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,6000,3.7,18,12916.222222222223
Maserati,Ghibli S Q4 GranSport,2020,25721,Gasoline,Automatic,Blu,Nero,None reported,Yes,52645,3.0,5,5144.2
Land,Rover Discovery Sport SE R-Dynamic,2020,20927,Gasoline,Automatic,Fuji White,Unknown,None reported,No,35998,2.0,5,4185.4
Aston,Martin DBX Base,2021,2353,Gasoline,Automatic,Green,Sahara Tan,None reported,Yes,159500,4.0,4,588.25
Audi,Q3 45 S line Premium,2022,9325,Gasoline,Automatic,Mythos Black Metallic,Black,None reported,No,33610,2.0,3,3108.3333333333335
Ford,Explorer XLT,2020,61001,Gasoline,Automatic,Gray,Ebony,At least 1 accident or damage reported,Yes,28616,2.3,5,12200.2
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,71962,Gasoline,Automatic,White,Black,None reported,Yes,46900,4.0,7,10280.285714285714
Subaru,BRZ Premium,2023,5800,Gasoline,Manual,Black,Black,None reported,Yes,29990,2.4,2,2900.0
BMW,640 i,2016,40080,Gasoline,Automatic,Black,Black,None reported,Yes,28499,3.0,9,4453.333333333333
Kia,Stinger GT2,2020,57000,Gasoline,Automatic,Black,Red,At least 1 accident or damage reported,Yes,36500,3.3,5,11400.0
Chevrolet,Bolt EUV Premier,2022,7624,Gasoline,Automatic,Mosaic Black Metallic,Jet Black,None reported,Yes,31985,Unknown,3,2541.3333333333335
Subaru,Forester 2.5 XT,2004,122000,Gasoline,Manual,Gold,Black,At least 1 accident or damage reported,Yes,9999,2.5,21,5809.523809523809
Kia,Sportage X-Pro,2023,459,Gasoline,Automatic,Jungle Green,Black,None reported,No,36998,2.5,2,229.5
BMW,M4 Base,2016,62500,Gasoline,Automatic,Black,Orange,At least 1 accident or damage reported,Yes,40500,3.0,9,6944.444444444444
Hyundai,Equus Signature,2013,72000,Gasoline,Automatic,Silver,Black,None reported,Yes,17500,5.0,12,6000.0
Mercedes-Benz,AMG E 53 4MATIC,2020,8375,Gasoline,Automatic,BLACK,BLACK,None reported,No,69900,3,5,1675.0
BMW,M550 i xDrive,2020,40000,Gasoline,Unknown,Blue,Black,None reported,Yes,53000,4.4,5,8000.0
Subaru,Impreza WRX STI,2014,77000,Gasoline,Manual,Gray,Black,At least 1 accident or damage reported,Yes,30000,2.5,11,7000.0
Mercedes-Benz,AMG G 63 Base,2019,19593,Gasoline,Automatic,Black,Black,None reported,No,159998,4.0,6,3265.5
Mazda,Mazda6 Grand Touring,2020,35902,Gasoline,Automatic,Deep Crystal Blue Mica,Black,None reported,No,22966,2.5,5,7180.4
Hyundai,Veloster Base,2013,800,Gasoline,Unknown,Black,Gray,None reported,Yes,9800,1.6,12,66.66666666666667
Bentley,Bentayga S,2023,2600,Gasoline,Automatic,Beluga Black,Hotspur,None reported,Yes,239995,4.0,2,1300.0
Land,Rover Defender X-Dynamic SE,2023,6204,Hybrid,Automatic,Eiger Grey,Unknown,None reported,No,79998,3.0,2,3102.0
Kia,Telluride SX,2020,69185,Gasoline,Automatic,Ebony Black,Gray,None reported,No,37405,3.8,5,13837.0
Maserati,GranTurismo Sport,2015,45000,Gasoline,Automatic,Black,Black,None reported,Yes,41900,4.7,10,4500.0
BMW,540 i xDrive,2020,37426,Gasoline,Automatic,White,Black,None reported,No,39998,2.0,5,7485.2
INFINITI,M56 Base,2011,137000,Gasoline,Unknown,Gray,Brown,At least 1 accident or damage reported,Yes,8500,5.6,14,9785.714285714286
Mazda,Mazda3 s Grand Touring,2016,85000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,18500,Unknown,9,9444.444444444445
Chevrolet,Corvette Stingray w/1LT,2023,4000,Gasoline,Automatic,Black,Red,At least 1 accident or damage reported,Yes,73900,6.2,2,2000.0
Audi,Q5 S line Premium Plus,2023,4648,Hybrid,Automatic,Mythos Black,Black,None reported,No,47598,2.0,2,2324.0
Lexus,GX 460 Base,2018,52100,Gasoline,Automatic,White,Beige,None reported,Yes,38000,4.6,7,7442.857142857143
BMW,X1 sDrive28i,2014,50100,Gasoline,Automatic,Brown,Beige,None reported,Yes,10795,2.0,11,4554.545454545455
Alfa,Romeo Stelvio Ti,2020,41000,Gasoline,Automatic,White,Black,None reported,Yes,32400,2.0,5,8200.0
RAM,1500 Big Horn,2021,70968,Gasoline,Automatic,Black,Black,None reported,Yes,34000,5.7,4,17742.0
BMW,M4 Base,2015,26600,Gasoline,Automatic,White,Unknown,None reported,Yes,53000,3.0,10,2660.0
Tesla,Model X Long Range,2022,15443,Gasoline,Automatic,Red,Black,None reported,Yes,84500,Unknown,3,5147.666666666667
Volvo,S90 T5 Momentum,2018,95000,Gasoline,Automatic,White,Beige,None reported,Yes,18000,2.0,7,13571.42857142857
Subaru,Impreza WRX Sti,2005,94000,Gasoline,Manual,Black,Blue,None reported,Yes,19500,2.5,20,4700.0
BMW,X6 xDrive40i,2020,45076,Gasoline,Automatic,Blue,Black,None reported,No,57998,3.0,5,9015.2
Cadillac,CTS 2.0L Turbo Luxury,2014,110000,Gasoline,Automatic,Gold,Beige,None reported,Yes,11000,2.0,11,10000.0
Land,Rover Discovery Sport HSE,2016,49083,Gasoline,Automatic,Indus Silver,Ebony,None reported,No,21590,2.0,9,5453.666666666667
Genesis,G90 5.0 Ultimate,2017,63500,Gasoline,Unknown,Silver,Black,None reported,Yes,27500,5.0,8,7937.5
Mercedes-Benz,CLK-Class CLK 350,2009,21500,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,18000,3.5,16,1343.75
Land,Rover Range Rover Autobiography,2023,324,Gasoline,Automatic,Black,Blk,None reported,No,199998,4.4,2,162.0
Kia,Optima EX,2019,68166,Gasoline,Automatic,Ebony Black,Black,None reported,No,20818,1.6,6,11361.0
Toyota,Highlander SE,2018,53607,Gasoline,Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,No,31853,3.5,7,7658.142857142857
Mercedes-Benz,Sprinter 4500 High Roof,2019,16813,Diesel,Unknown,Gray,Black,Unknown,No,45900,3.0,6,2802.1666666666665
BMW,X1 xDrive28i,2020,18200,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,29500,2.0,5,3640.0
Audi,R8 5.2,2015,51000,Gasoline,Unknown,White,Black,At least 1 accident or damage reported,Yes,102000,5.2,10,5100.0
Audi,S3 2.0T Tech Premium Plus,2018,16400,Gasoline,Automatic,Blue,Red,None reported,Yes,42800,2.0,7,2342.8571428571427
Toyota,Tundra Hybrid TRD Pro,2022,7000,Hybrid,Automatic,Orange,Unknown,None reported,Yes,75500,3.4,3,2333.3333333333335
Audi,SQ5 3.0T Premium Plus,2022,8497,Gasoline,Automatic,Ibis White,Black,None reported,No,52900,3.0,3,2832.3333333333335
Audi,A6 2.0T Premium Plus,2016,68000,Gasoline,Unknown,White,Black,At least 1 accident or damage reported,Yes,20000,2.0,9,7555.555555555556
Lamborghini,Huracan EVO Base,2022,2523,Gasoline,Manual,Bianco Icarus Metallic,Nero Ade,None reported,No,288900,5.2,3,841.0
BMW,328 xi,2007,83000,Gasoline,Automatic,Black,Brown,None reported,Yes,8995,3.0,18,4611.111111111111
Audi,SQ5 3.0T Prestige,2018,25000,Gasoline,Automatic,Gray,Black,None reported,Yes,50000,3.0,7,3571.4285714285716
Cadillac,Escalade Sport Platinum,2021,15689,Diesel,Automatic,Infrared Tintcoat,Jet Black,None reported,No,97952,3.0,4,3922.25
BMW,M235 i,2014,125450,Gasoline,Manual,Blue,Black,None reported,Yes,17200,3.0,11,11404.545454545454
Kia,Telluride SX,2023,9822,Gasoline,Automatic,Midnight Black,Gray,None reported,No,50998,3.8,2,4911.0
Chevrolet,Express 3500 Base,2008,144000,Gasoline,Automatic,White,Gray,None reported,Yes,22000,6.0,17,8470.588235294117
GMC,Acadia SLE,2020,30900,Gasoline,Automatic,Summit White,Jet Black,None reported,Yes,27654,2.5,5,6180.0
BMW,X3 xDrive30i,2021,2492,Gasoline,Automatic,Phytonic Blue Metallic,Canberra Beige/Black,None reported,No,41598,2.0,4,623.0
Audi,TT 2.0T,2015,126760,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,14000,2.0,10,12676.0
Subaru,Outback 3.6R Touring,2017,100680,Gasoline,Automatic,Brown,Unknown,None reported,Yes,20500,3.6,8,12585.0
Mitsubishi,Eclipse Spyder GS,2001,90400,Gasoline,Automatic,Red,Unknown,None reported,Yes,4495,2.4,24,3766.6666666666665
Hyundai,Santa Fe SEL,2022,26895,Gasoline,Automatic,Quartz White,Black,Unknown,No,29800,2.5,3,8965.0
BMW,M5 Base,2018,20500,Gasoline,Automatic,Silver,Black,None reported,Yes,67000,4.4,7,2928.5714285714284
Dodge,Ram 1500 ST,2011,134000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,10500,5.7,14,9571.42857142857
Ford,Fusion Energi Titanium,2015,84352,Plug-In Hybrid,CVT,Blue,Black,At least 1 accident or damage reported,Yes,10000,2.0,10,8435.2
Toyota,Tundra Hybrid TRD Pro,2022,19000,Hybrid,Automatic,Orange,Black,None reported,Yes,71000,3.4,3,6333.333333333333
Land,Rover Range Rover Evoque Pure,2015,115550,Gasoline,Automatic,White,Black,None reported,Yes,17500,2.0,10,11555.0
Lincoln,Navigator Base,2009,191775,E85 Flex Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,9750,5.4,16,11985.9375
Ford,Mustang Mach-E Select,2023,923,Gasoline,Automatic,Rapid Red Metallic Tinted Clearcoat,Black Onyx,None reported,No,46998,Unknown,2,461.5
Mercedes-Benz,Sprinter 3500 High Roof,2017,124630,Diesel,Automatic,Black,Black,None reported,Yes,75000,3.0,8,15578.75
Mercedes-Benz,AMG E 63 S 4MATIC,2019,17000,Gasoline,Automatic,White,Brown,None reported,Yes,95000,4.0,6,2833.3333333333335
BMW,440 i xDrive,2018,73500,Gasoline,Automatic,Black,Blue,None reported,Yes,32000,3.0,7,10500.0
Acura,Integra LS,1998,120000,Gasoline,Automatic,Red,Unknown,At least 1 accident or damage reported,Yes,5500,1.8,27,4444.444444444444
